Country,City,AQI Value,AQI Category,CO AQI Value,CO AQI Category,Ozone AQI Value,Ozone AQI Category,NO2 AQI Value,NO2 AQI Category,PM2.5 AQI Value,PM2.5 AQI Category,newCountry
India,Cuddapah,85,Moderate,0,Good,26,Good,0,Good,85,Moderate,India
Peru,Cusco,29,Good,1,Good,2,Good,2,Good,29,Good,Peru
United States of America,Vincennes,43,Good,1,Good,43,Good,5,Good,43,Good,United States of America
Russian Federation,Vladivostok,56,Moderate,1,Good,35,Good,2,Good,56,Moderate,Russian Federation
Russian Federation,Volosovo,62,Moderate,1,Good,44,Good,1,Good,62,Moderate,Russian Federation
Russian Federation,Vychegodskiy,35,Good,1,Good,26,Good,0,Good,35,Good,Russian Federation
Netherlands,Wageningen,36,Good,0,Good,33,Good,1,Good,36,Good,Netherlands
Bolivia (Plurinational State of),Warnes,14,Good,1,Good,5,Good,0,Good,14,Good,Bolivia (Plurinational State of)
South Sudan,Waw,24,Good,2,Good,7,Good,0,Good,24,Good,South Sudan
Germany,Wehr,94,Moderate,1,Good,25,Good,3,Good,94,Moderate,Germany
Canada,Williams Lake,34,Good,1,Good,34,Good,0,Good,5,Good,Canada
Germany,Wittenberge,34,Good,0,Good,33,Good,1,Good,34,Good,Germany
United States of America,Wolcott,44,Good,1,Good,21,Good,12,Good,44,Good,United States of America
,Worthing,54,Moderate,0,Good,36,Good,2,Good,54,Moderate,Worthing
China,Xinyang,150,Unhealthy,3,Good,150,Unhealthy,2,Good,96,Moderate,China
China,Xucheng,47,Good,1,Good,31,Good,1,Good,47,Good,China
Russian Federation,Yandyrka,39,Good,1,Good,37,Good,1,Good,39,Good,Russian Federation
Russian Federation,Yessentukskaya,45,Good,1,Good,39,Good,1,Good,45,Good,Russian Federation
China,Yuci,136,Unhealthy for Sensitive Groups,2,Good,136,Unhealthy for Sensitive Groups,2,Good,81,Moderate,China
China,Zhangdian,207,Very Unhealthy,5,Good,207,Very Unhealthy,6,Good,156,Unhealthy,China
China,Zhengjiatun,120,Unhealthy for Sensitive Groups,2,Good,120,Unhealthy for Sensitive Groups,1,Good,81,Moderate,China
Colombia,Zipaquira,84,Moderate,2,Good,2,Good,7,Good,84,Moderate,Colombia
France,Taverny,59,Moderate,1,Good,21,Good,5,Good,59,Moderate,France
India,Teghra,159,Unhealthy,4,Good,127,Unhealthy for Sensitive Groups,1,Good,159,Unhealthy,India
Ghana,Teshie,69,Moderate,2,Good,20,Good,1,Good,69,Moderate,Ghana
Nicaragua,Tipitapa,31,Good,1,Good,15,Good,3,Good,31,Good,Nicaragua
Hungary,Tiszavasvari,68,Moderate,1,Good,35,Good,2,Good,68,Moderate,Hungary
Germany,Titisee Neustadt,79,Moderate,1,Good,27,Good,3,Good,79,Moderate,Germany
Sweden,Tranas,31,Good,0,Good,31,Good,0,Good,30,Good,Sweden
Germany,Traunreut,69,Moderate,1,Good,37,Good,1,Good,69,Moderate,Germany
Canada,Truro,41,Good,1,Good,15,Good,3,Good,41,Good,Canada
Bosnia and Herzegovina,Tuzla,62,Moderate,1,Good,34,Good,0,Good,62,Moderate,Bosnia and Herzegovina
Germany,Uetze,36,Good,0,Good,33,Good,1,Good,36,Good,Germany
Germany,Uhingen,63,Moderate,1,Good,29,Good,2,Good,63,Moderate,Germany
Cuba,Union De Reyes,52,Moderate,1,Good,22,Good,2,Good,52,Moderate,Cuba
India,Uran,139,Unhealthy for Sensitive Groups,1,Good,25,Good,1,Good,139,Unhealthy for Sensitive Groups,India
Spain,Utrera,31,Good,1,Good,23,Good,4,Good,31,Good,Spain
United States of America,Vancouver,49,Good,1,Good,20,Good,10,Good,49,Good,United States of America
South Africa,Vanderbijlpark,275,Very Unhealthy,15,Good,8,Good,20,Good,275,Very Unhealthy,South Africa
Netherlands,Vianen,34,Good,0,Good,34,Good,1,Good,34,Good,Netherlands
Philippines,Victorias,60,Moderate,1,Good,19,Good,0,Good,60,Moderate,Philippines
South Africa,Sasolburg,181,Unhealthy,7,Good,8,Good,19,Good,181,Unhealthy,South Africa
Switzerland,Schaffhausen,47,Good,2,Good,21,Good,6,Good,47,Good,Switzerland
Russian Federation,Shagonar,42,Good,1,Good,42,Good,0,Good,28,Good,Russian Federation
India,Shahabad,73,Moderate,0,Good,24,Good,0,Good,73,Moderate,India
Ukraine,Shepetivka,36,Good,1,Good,36,Good,1,Good,28,Good,Ukraine
Afghanistan,Shibarghan,95,Moderate,1,Good,43,Good,0,Good,95,Moderate,Afghanistan
Poland,Siemianowice Slaskie,80,Moderate,1,Good,42,Good,2,Good,80,Moderate,Poland
Dominican Republic,Sanchez,95,Moderate,3,Good,5,Good,15,Good,95,Moderate,Dominican Republic
Brazil,Sao Miguel Do Guama,39,Good,1,Good,11,Good,0,Good,39,Good,Brazil
United States of America,Somersworth,57,Moderate,2,Good,20,Good,8,Good,57,Moderate,United States of America
Italy,Sommacampagna,66,Moderate,2,Good,28,Good,8,Good,66,Moderate,Italy
Germany,Starnberg,52,Moderate,1,Good,36,Good,4,Good,52,Moderate,Germany
Czechia,Strakonice,55,Moderate,1,Good,43,Good,2,Good,55,Moderate,Czechia
Indonesia,Sumedang,67,Moderate,1,Good,37,Good,0,Good,67,Moderate,Indonesia
United States of America,Chanhassen,54,Moderate,1,Good,32,Good,5,Good,54,Moderate,United States of America
China,Chaohu,153,Unhealthy,4,Good,98,Moderate,6,Good,153,Unhealthy,China
United States of America,Charleston,78,Moderate,3,Good,10,Good,22,Good,78,Moderate,United States of America
Belgium,Chaumont Gistoux,64,Moderate,1,Good,28,Good,6,Good,64,Moderate,Belgium
Russian Federation,Chulym,43,Good,1,Good,43,Good,0,Good,23,Good,Russian Federation
France,Clichy Sous Bois,70,Moderate,2,Good,28,Good,5,Good,70,Moderate,France
Italy,Comiso,54,Moderate,1,Good,40,Good,1,Good,54,Moderate,Italy
Cuba,Corralillo,106,Unhealthy for Sensitive Groups,1,Good,25,Good,0,Good,106,Unhealthy for Sensitive Groups,Cuba
India,Abu Road,164,Unhealthy,1,Good,31,Good,0,Good,164,Unhealthy,India
Spain,Alcala De Guadaira,29,Good,0,Good,29,Good,1,Good,15,Good,Spain
Portugal,Aldeia De Paio Pires,32,Good,1,Good,32,Good,4,Good,28,Good,Portugal
United States of America,Aliquippa,86,Moderate,2,Good,19,Good,23,Good,86,Moderate,United States of America
Kazakhstan,Almaty,83,Moderate,1,Good,46,Good,1,Good,83,Moderate,Kazakhstan
Australia,Darwin,102,Unhealthy for Sensitive Groups,2,Good,58,Moderate,1,Good,102,Unhealthy for Sensitive Groups,Australia
Pakistan,Darya Khan,173,Unhealthy,3,Good,149,Unhealthy for Sensitive Groups,0,Good,173,Unhealthy,Pakistan
United Kingdom of Great Britain and Northern Ireland,Dewsbury,33,Good,1,Good,33,Good,3,Good,16,Good,United Kingdom of Great Britain and Northern Ireland
India,Diphu,48,Good,2,Good,29,Good,0,Good,48,Good,India
Ethiopia,Dodola,46,Good,1,Good,18,Good,0,Good,46,Good,Ethiopia
United Kingdom of Great Britain and Northern Ireland,Prescot,34,Good,1,Good,34,Good,4,Good,21,Good,United Kingdom of Great Britain and Northern Ireland
Mexico,Puente De Ixtla,165,Unhealthy,3,Good,13,Good,18,Good,165,Unhealthy,Mexico
Israel,Qiryat Motzkin,82,Moderate,2,Good,46,Good,6,Good,82,Moderate,Israel
France,Pirae,22,Good,0,Good,22,Good,0,Good,6,Good,France
Brazil,Porto Ferreira,50,Good,1,Good,4,Good,2,Good,50,Good,Brazil
Italy,Portomaggiore,65,Moderate,1,Good,47,Good,1,Good,65,Moderate,Italy
Sweden,Ronneby,34,Good,1,Good,34,Good,1,Good,26,Good,Sweden
Brazil,Rubiataba,42,Good,1,Good,7,Good,1,Good,42,Good,Brazil
United States of America,Saint Peters,59,Moderate,2,Good,21,Good,13,Good,59,Moderate,United States of America
France,Saint Maur Des Fosses,71,Moderate,2,Good,27,Good,6,Good,71,Moderate,France
Colombia,Sampues,60,Moderate,1,Good,16,Good,2,Good,60,Moderate,Colombia
Italy,San Nicola,63,Moderate,1,Good,44,Good,1,Good,63,Moderate,Italy
Italy,San Vito Dei Normanni,48,Good,1,Good,48,Good,1,Good,33,Good,Italy
Brazil,Sao Goncalo Dos Campos,68,Moderate,1,Good,4,Good,6,Good,68,Moderate,Brazil
India,Razole,93,Moderate,2,Good,47,Good,1,Good,93,Moderate,India
United States of America,Ridgefield,74,Moderate,2,Good,18,Good,19,Good,74,Moderate,United States of America
Denmark,Ronne,30,Good,1,Good,28,Good,1,Good,30,Good,Denmark
Germany,Olsberg,53,Moderate,1,Good,44,Good,0,Good,53,Moderate,Germany
Brazil,Osasco,132,Unhealthy for Sensitive Groups,2,Good,31,Good,6,Good,132,Unhealthy for Sensitive Groups,Brazil
Finland,Oulu,34,Good,1,Good,34,Good,0,Good,3,Good,Finland
Brazil,Palmeiras De Goias,33,Good,1,Good,27,Good,0,Good,33,Good,Brazil
United States of America,Paterson,52,Moderate,1,Good,45,Good,2,Good,52,Moderate,United States of America
United States of America,Pennsauken,48,Good,1,Good,48,Good,1,Good,40,Good,United States of America
India,Shrirampur,225,Very Unhealthy,10,Good,9,Good,23,Good,225,Very Unhealthy,India
China,Shuangyashan,135,Unhealthy for Sensitive Groups,3,Good,30,Good,10,Good,135,Unhealthy for Sensitive Groups,China
Sweden,Skoghall,39,Good,1,Good,39,Good,0,Good,11,Good,Sweden
Russian Federation,Narva,35,Good,1,Good,35,Good,0,Good,6,Good,Russian Federation
India,Narwana,165,Unhealthy,4,Good,57,Moderate,9,Good,165,Unhealthy,India
,Nassau,32,Good,0,Good,32,Good,0,Good,7,Good,Nassau
Russian Federation,Nevinnomyssk,48,Good,1,Good,48,Good,1,Good,33,Good,Russian Federation
Russian Federation,Nikolskoye,29,Good,1,Good,29,Good,0,Good,10,Good,Russian Federation
United States of America,North Richland Hills,69,Moderate,2,Good,33,Good,5,Good,69,Moderate,United States of America
Russian Federation,Novosergiyevka,37,Good,1,Good,37,Good,0,Good,29,Good,Russian Federation
United States of America,Oakley,50,Good,1,Good,32,Good,5,Good,50,Good,United States of America
Germany,Oberhaching,67,Moderate,1,Good,64,Moderate,0,Good,67,Moderate,Germany
Argentina,Olavarria,23,Good,0,Good,21,Good,0,Good,23,Good,Argentina
India,Kanor,163,Unhealthy,1,Good,35,Good,0,Good,163,Unhealthy,India
India,Kanpur,173,Unhealthy,4,Good,161,Unhealthy,1,Good,173,Unhealthy,India
Pakistan,Kashmor,175,Unhealthy,1,Good,50,Good,1,Good,175,Unhealthy,Pakistan
Poland,Katowice,80,Moderate,1,Good,36,Good,4,Good,80,Moderate,Poland
Spain,Dos Hermanas,28,Good,0,Good,28,Good,1,Good,14,Good,Spain
United Kingdom of Great Britain and Northern Ireland,Droitwich,31,Good,1,Good,31,Good,4,Good,24,Good,United Kingdom of Great Britain and Northern Ireland
Russian Federation,Dugulubgey,46,Good,1,Good,44,Good,1,Good,46,Good,Russian Federation
United States of America,Dunmore,64,Moderate,2,Good,30,Good,6,Good,64,Moderate,United States of America
United States of America,Elmhurst,67,Moderate,2,Good,14,Good,19,Good,67,Moderate,United States of America
United States of America,Emmaus,57,Moderate,2,Good,23,Good,13,Good,57,Moderate,United States of America
United States of America,Fort Stewart,132,Unhealthy for Sensitive Groups,3,Good,20,Good,12,Good,132,Unhealthy for Sensitive Groups,United States of America
United States of America,Gallatin,72,Moderate,2,Good,18,Good,18,Good,72,Moderate,United States of America
China,Gannan,49,Good,2,Good,49,Good,0,Good,32,Good,China
India,Gannavaram,94,Moderate,2,Good,56,Moderate,1,Good,94,Moderate,India
Germany,Garching,68,Moderate,1,Good,38,Good,3,Good,68,Moderate,Germany
Germany,Gescher,55,Moderate,1,Good,15,Good,10,Good,55,Moderate,Germany
United States of America,Englewood,72,Moderate,2,Good,3,Good,12,Good,72,Moderate,United States of America
United States of America,Erie,80,Moderate,3,Good,4,Good,17,Good,80,Moderate,United States of America
Turkey,Erzincan,55,Moderate,0,Good,34,Good,0,Good,55,Moderate,Turkey
India,Etawah,171,Unhealthy,4,Good,171,Unhealthy,1,Good,170,Unhealthy,India
Portugal,Figueira Da Foz,36,Good,1,Good,36,Good,1,Good,22,Good,Portugal
Australia,Flinders,15,Good,0,Good,15,Good,0,Good,10,Good,Australia
Italy,Fondi,64,Moderate,1,Good,39,Good,2,Good,64,Moderate,Italy
Brazil,Goianapolis,75,Moderate,2,Good,3,Good,6,Good,75,Moderate,Brazil
Turkey,Gonen,52,Moderate,1,Good,37,Good,0,Good,52,Moderate,Turkey
Cuba,Guisa,79,Moderate,2,Good,15,Good,5,Good,79,Moderate,Cuba
China,Hailar,39,Good,1,Good,39,Good,0,Good,30,Good,China
India,Hanumangarh,163,Unhealthy,3,Good,163,Unhealthy,0,Good,158,Unhealthy,India
Germany,Heide,50,Good,1,Good,29,Good,4,Good,50,Good,Germany
Germany,Hof,60,Moderate,1,Good,31,Good,3,Good,60,Moderate,Germany
Slovakia,Holic,73,Moderate,1,Good,39,Good,1,Good,73,Moderate,Slovakia
Nigeria,Ibadan,79,Moderate,2,Good,21,Good,2,Good,79,Moderate,Nigeria
Spain,Igualada,45,Good,1,Good,33,Good,2,Good,45,Good,Spain
Japan,Ikoma,31,Good,1,Good,31,Good,3,Good,25,Good,Japan
Madagascar,Ikongo,25,Good,1,Good,21,Good,0,Good,25,Good,Madagascar
Brazil,Jatai,25,Good,1,Good,4,Good,0,Good,25,Good,Brazil
Uganda,Kabale,82,Moderate,3,Good,20,Good,1,Good,82,Moderate,Uganda
Sierra Leone,Kambia,77,Moderate,2,Good,18,Good,1,Good,77,Moderate,Sierra Leone
United States of America,Dania Beach,35,Good,1,Good,35,Good,1,Good,30,Good,United States of America
United States of America,Drexel Hill,45,Good,1,Good,42,Good,2,Good,45,Good,United States of America
Croatia,Dubrovnik,66,Moderate,1,Good,45,Good,0,Good,66,Moderate,Croatia
Pakistan,Dullewala,181,Unhealthy,3,Good,107,Unhealthy for Sensitive Groups,3,Good,181,Unhealthy,Pakistan
United Kingdom of Great Britain and Northern Ireland,Dunstable,32,Good,1,Good,30,Good,1,Good,32,Good,United Kingdom of Great Britain and Northern Ireland
United States of America,East Millcreek,48,Good,1,Good,38,Good,3,Good,48,Good,United States of America
United States of America,East Norriton,48,Good,1,Good,48,Good,1,Good,41,Good,United States of America
United States of America,East Palo Alto,50,Good,1,Good,32,Good,3,Good,50,Good,United States of America
United States of America,East Wenatchee Bench,28,Good,1,Good,28,Good,1,Good,28,Good,United States of America
Turkey,Elmadag,44,Good,1,Good,44,Good,0,Good,32,Good,Turkey
Mexico,Taxco,96,Moderate,1,Good,35,Good,1,Good,96,Moderate,Mexico
Mexico,Tepeji,157,Unhealthy,1,Good,33,Good,2,Good,157,Unhealthy,Mexico
India,Tiruvalla,86,Moderate,2,Good,18,Good,4,Good,86,Moderate,India
,Tonosho,62,Moderate,1,Good,29,Good,6,Good,62,Moderate,Tonosho
Canada,Toronto,38,Good,1,Good,25,Good,3,Good,38,Good,Canada
Italy,Trani,57,Moderate,1,Good,57,Moderate,0,Good,49,Good,Italy
,Troon,38,Good,1,Good,37,Good,0,Good,38,Good,Troon
United States of America,Troutdale,55,Moderate,2,Good,19,Good,8,Good,55,Moderate,United States of America
United States of America,Tupelo,63,Moderate,1,Good,42,Good,2,Good,63,Moderate,United States of America
Poland,Turek,42,Good,1,Good,42,Good,0,Good,35,Good,Poland
India,Uklana Mandi,165,Unhealthy,4,Good,76,Moderate,8,Good,165,Unhealthy,India
Turkey,Unye,34,Good,1,Good,34,Good,0,Good,33,Good,Turkey
Chile,Vallenar,17,Good,0,Good,17,Good,1,Good,14,Good,Chile
India,Vedasandur,100,Unhealthy for Sensitive Groups,2,Good,14,Good,7,Good,100,Unhealthy for Sensitive Groups,India
Republic of North Macedonia,Veles,72,Moderate,1,Good,45,Good,0,Good,72,Moderate,Republic of North Macedonia
Germany,Soltau,43,Good,1,Good,43,Good,0,Good,26,Good,Germany
United States of America,South Hadley,48,Good,1,Good,42,Good,1,Good,48,Good,United States of America
Netherlands,Staphorst,37,Good,0,Good,37,Good,0,Good,28,Good,Netherlands
Kazakhstan,Stepnogorsk,27,Good,1,Good,27,Good,0,Good,24,Good,Kazakhstan
United States of America,Streator,57,Moderate,1,Good,40,Good,1,Good,57,Moderate,United States of America
Germany,Sulzbach,64,Moderate,1,Good,55,Moderate,0,Good,64,Moderate,Germany
India,Sundargarh,156,Unhealthy,3,Good,63,Moderate,2,Good,156,Unhealthy,India
Russian Federation,Sunzha,40,Good,1,Good,39,Good,1,Good,40,Good,Russian Federation
Serbia,Surcin,66,Moderate,1,Good,65,Moderate,0,Good,66,Moderate,Serbia
Thailand,Suwannaphum,99,Moderate,2,Good,15,Good,5,Good,99,Moderate,Thailand
,Svetlyy,35,Good,1,Good,35,Good,0,Good,21,Good,Svetlyy
Poland,Szydlowiec,44,Good,1,Good,44,Good,0,Good,40,Good,Poland
Russian Federation,Taganrog,42,Good,1,Good,42,Good,1,Good,17,Good,Russian Federation
Venezuela (Bolivarian Republic of),Tariba,53,Moderate,1,Good,19,Good,0,Good,53,Moderate,Venezuela (Bolivarian Republic of)
Germany,Taufkirchen,68,Moderate,1,Good,64,Moderate,0,Good,68,Moderate,Germany
United States of America,University Park,74,Moderate,1,Good,74,Moderate,2,Good,24,Good,United States of America
Mexico,Valle Hermoso,35,Good,1,Good,30,Good,0,Good,35,Good,Mexico
Switzerland,Vevey,54,Moderate,1,Good,41,Good,0,Good,54,Moderate,Switzerland
Côte d'Ivoire,Ndouci,40,Good,1,Good,17,Good,0,Good,40,Good,Côte d'Ivoire
Bangladesh,Netrakona,60,Moderate,1,Good,42,Good,0,Good,60,Moderate,Bangladesh
India,Murliganj,66,Moderate,2,Good,46,Good,1,Good,66,Moderate,India
United Republic of Tanzania,Nachingwea,41,Good,0,Good,20,Good,0,Good,41,Good,United Republic of Tanzania
China,Nanpiao,71,Moderate,2,Good,71,Moderate,1,Good,65,Moderate,China
Poland,Nowa Ruda,74,Moderate,1,Good,39,Good,1,Good,74,Moderate,Poland
Mexico,Mineral Del Monte,119,Unhealthy for Sensitive Groups,1,Good,15,Good,4,Good,119,Unhealthy for Sensitive Groups,Mexico
Italy,Misterbianco,56,Moderate,1,Good,45,Good,1,Good,56,Moderate,Italy
Brazil,Monte Siao,41,Good,1,Good,7,Good,2,Good,41,Good,Brazil
United States of America,Montgomery,65,Moderate,3,Good,11,Good,12,Good,65,Moderate,United States of America
Indonesia,Metro,63,Moderate,1,Good,39,Good,0,Good,63,Moderate,Indonesia
Poland,Gliwice,61,Moderate,1,Good,44,Good,1,Good,61,Moderate,Poland
Denmark,Grenaa,47,Good,1,Good,47,Good,0,Good,12,Good,Denmark
Italy,Grottaglie,65,Moderate,1,Good,65,Moderate,0,Good,64,Moderate,Italy
Russian Federation,Gulkevichi,48,Good,1,Good,48,Good,0,Good,23,Good,Russian Federation
Russian Federation,Gvardeysk,35,Good,1,Good,35,Good,0,Good,21,Good,Russian Federation
United States of America,Hartselle,52,Moderate,1,Good,52,Moderate,1,Good,49,Good,United States of America
Japan,Hashimoto,63,Moderate,1,Good,27,Good,6,Good,63,Moderate,Japan
Netherlands,Hengelo,38,Good,1,Good,38,Good,0,Good,32,Good,Netherlands
Netherlands,Hilvarenbeek,44,Good,1,Good,39,Good,1,Good,44,Good,Netherlands
Tajikistan,Hisor,144,Unhealthy for Sensitive Groups,1,Good,26,Good,1,Good,144,Unhealthy for Sensitive Groups,Tajikistan
Germany,Hosbach,61,Moderate,1,Good,57,Moderate,0,Good,61,Moderate,Germany
China,Hulan Ergi,113,Unhealthy for Sensitive Groups,4,Good,33,Good,9,Good,113,Unhealthy for Sensitive Groups,China
Israel,Iksal,51,Moderate,1,Good,46,Good,3,Good,51,Moderate,Israel
Italy,Ispica,52,Moderate,1,Good,47,Good,1,Good,52,Moderate,Italy
Brazil,Itauna,38,Good,1,Good,24,Good,0,Good,38,Good,Brazil
Ukraine,Izmayil,51,Moderate,1,Good,43,Good,0,Good,51,Moderate,Ukraine
Brazil,Jau,58,Moderate,1,Good,26,Good,0,Good,58,Moderate,Brazil
France,Joinville Le Pont,71,Moderate,1,Good,45,Good,1,Good,71,Moderate,France
Guatemala,Joyabaj,46,Good,1,Good,24,Good,0,Good,46,Good,Guatemala
Malaysia,Juru,150,Unhealthy,3,Good,27,Good,9,Good,150,Unhealthy,Malaysia
United States of America,Keene,36,Good,1,Good,36,Good,0,Good,33,Good,United States of America
Indonesia,Kertosono,169,Unhealthy,5,Good,10,Good,15,Good,169,Unhealthy,Indonesia
Turkey,Keskin,45,Good,1,Good,45,Good,0,Good,31,Good,Turkey
France,Lingolsheim,52,Moderate,2,Good,29,Good,4,Good,52,Moderate,France
Germany,Linnich,50,Good,1,Good,31,Good,3,Good,50,Good,Germany
,Loutrakion,62,Moderate,1,Good,44,Good,0,Good,62,Moderate,Loutrakion
United States of America,Lunenburg,68,Moderate,2,Good,13,Good,14,Good,68,Moderate,United States of America
Thailand,Mae Chan,32,Good,0,Good,25,Good,0,Good,32,Good,Thailand
Sri Lanka,Maharagama,67,Moderate,0,Good,22,Good,0,Good,67,Moderate,Sri Lanka
United Kingdom of Great Britain and Northern Ireland,Maidenhead,27,Good,1,Good,23,Good,5,Good,27,Good,United Kingdom of Great Britain and Northern Ireland
United Republic of Tanzania,Makuyuni,23,Good,0,Good,16,Good,0,Good,23,Good,United Republic of Tanzania
Lithuania,Marijampole,26,Good,1,Good,26,Good,1,Good,26,Good,Lithuania
Germany,Marktheidenfeld,62,Moderate,1,Good,36,Good,3,Good,62,Moderate,Germany
Democratic Republic of the Congo,Mbuji Mayi,270,Very Unhealthy,15,Good,43,Good,9,Good,270,Very Unhealthy,Democratic Republic of the Congo
Italy,Melfi,50,Good,1,Good,43,Good,2,Good,50,Good,Italy
United States of America,Melvindale,34,Good,1,Good,33,Good,5,Good,34,Good,United States of America
Switzerland,Langenthal,52,Moderate,1,Good,21,Good,3,Good,52,Moderate,Switzerland
China,Lanxi,145,Unhealthy for Sensitive Groups,3,Good,145,Unhealthy for Sensitive Groups,1,Good,103,Unhealthy for Sensitive Groups,China
Italy,Lavello,52,Moderate,1,Good,44,Good,2,Good,52,Moderate,Italy
Spain,Lena,37,Good,1,Good,37,Good,2,Good,23,Good,Spain
Nigeria,Lere,63,Moderate,2,Good,20,Good,1,Good,63,Moderate,Nigeria
France,Les Abymes,119,Unhealthy for Sensitive Groups,1,Good,25,Good,0,Good,119,Unhealthy for Sensitive Groups,France
United States of America,Liberty,55,Moderate,1,Good,33,Good,5,Good,55,Moderate,United States of America
South Africa,Kirkwood,83,Moderate,2,Good,13,Good,3,Good,83,Moderate,South Africa
Poland,Kolobrzeg,35,Good,1,Good,35,Good,0,Good,34,Good,Poland
India,Kondagaon,76,Moderate,1,Good,29,Good,0,Good,76,Moderate,India
Serbia,Kragujevac,57,Moderate,1,Good,38,Good,0,Good,57,Moderate,Serbia
Germany,Kreuzau,55,Moderate,1,Good,31,Good,3,Good,55,Moderate,Germany
India,Krishnanagar,161,Unhealthy,4,Good,147,Unhealthy for Sensitive Groups,2,Good,161,Unhealthy,India
Czechia,Krupka,74,Moderate,1,Good,37,Good,2,Good,74,Moderate,Czechia
India,Kudchi,58,Moderate,0,Good,22,Good,0,Good,58,Moderate,India
India,Kushalgarh,171,Unhealthy,1,Good,38,Good,0,Good,171,Unhealthy,India
,La Maddalena,39,Good,1,Good,30,Good,3,Good,39,Good,La Maddalena
Brazil,Lagoa Da Prata,50,Good,1,Good,4,Good,4,Good,50,Good,Brazil
United States of America,North Platte,58,Moderate,1,Good,28,Good,2,Good,58,Moderate,United States of America
Myanmar,Nyaunglebin,46,Good,0,Good,22,Good,0,Good,46,Good,Myanmar
Turkmenistan,Murgab,103,Unhealthy for Sensitive Groups,1,Good,45,Good,0,Good,103,Unhealthy for Sensitive Groups,Turkmenistan
United Republic of Tanzania,Namalenga,68,Moderate,2,Good,18,Good,1,Good,68,Moderate,United Republic of Tanzania
India,Nandgaon,123,Unhealthy for Sensitive Groups,0,Good,27,Good,0,Good,123,Unhealthy for Sensitive Groups,India
India,Navapur,157,Unhealthy,0,Good,26,Good,0,Good,157,Unhealthy,India
United States of America,Newburyport,56,Moderate,2,Good,22,Good,10,Good,56,Moderate,United States of America
United Kingdom of Great Britain and Northern Ireland,Newry,30,Good,1,Good,30,Good,1,Good,15,Good,United Kingdom of Great Britain and Northern Ireland
United States of America,Niagara Falls,42,Good,1,Good,28,Good,5,Good,42,Good,United States of America
United Republic of Tanzania,Mhango,19,Good,1,Good,17,Good,0,Good,19,Good,United Republic of Tanzania
Mali,Mopti,96,Moderate,1,Good,17,Good,1,Good,96,Moderate,Mali
Germany,Saarwellingen,65,Moderate,1,Good,54,Moderate,0,Good,65,Moderate,Germany
France,Saint Laurent Du Var,58,Moderate,1,Good,58,Moderate,1,Good,44,Good,France
India,Machhiwara,171,Unhealthy,6,Good,20,Good,23,Good,171,Unhealthy,India
Italy,Maddaloni,69,Moderate,1,Good,69,Moderate,0,Good,56,Moderate,Italy
Peru,Mala,44,Good,1,Good,19,Good,1,Good,44,Good,Peru
Equatorial Guinea,Malabo,32,Good,1,Good,22,Good,0,Good,32,Good,Equatorial Guinea
India,Malpe,61,Moderate,1,Good,20,Good,1,Good,61,Moderate,India
India,Mankachar,84,Moderate,3,Good,26,Good,5,Good,84,Moderate,India
Brazil,Conchal,62,Moderate,1,Good,24,Good,1,Good,62,Moderate,Brazil
United States of America,Corona,93,Moderate,3,Good,20,Good,19,Good,93,Moderate,United States of America
,Corpus Christi,40,Good,0,Good,27,Good,0,Good,40,Good,Corpus Christi
Australia,Cranbourne,50,Good,1,Good,7,Good,17,Good,50,Good,Australia
Brazil,Cunha,38,Good,1,Good,23,Good,0,Good,38,Good,Brazil
Brazil,Currais Novos,24,Good,0,Good,24,Good,0,Good,19,Good,Brazil
France,Ploufragan,48,Good,1,Good,37,Good,2,Good,48,Good,France
Indonesia,Porong,166,Unhealthy,3,Good,11,Good,9,Good,166,Unhealthy,Indonesia
United States of America,Prattville,50,Good,2,Good,50,Good,4,Good,47,Good,United States of America
Russian Federation,Primorsko Akhtarsk,43,Good,1,Good,43,Good,0,Good,9,Good,Russian Federation
Afghanistan,Qarqin,65,Moderate,1,Good,49,Good,0,Good,65,Moderate,Afghanistan
Argentina,Rafaela,24,Good,0,Good,24,Good,0,Good,9,Good,Argentina
Italy,San Severino Marche,71,Moderate,1,Good,50,Good,0,Good,71,Moderate,Italy
Argentina,Santiago Del Estero,20,Good,0,Good,15,Good,0,Good,20,Good,Argentina
Portugal,Santo Antonio Da Charneca,40,Good,1,Good,40,Good,1,Good,21,Good,Portugal
Peru,Saposoa,39,Good,1,Good,6,Good,0,Good,39,Good,Peru
Russian Federation,Chelyabinsk,33,Good,1,Good,33,Good,1,Good,22,Good,Russian Federation
Bangladesh,Chhagalnaiya,58,Moderate,3,Good,37,Good,1,Good,58,Moderate,Bangladesh
United States of America,Christiansburg,59,Moderate,2,Good,33,Good,5,Good,59,Moderate,United States of America
Chile,Copiapo,42,Good,0,Good,14,Good,1,Good,42,Good,Chile
United Kingdom of Great Britain and Northern Ireland,Cramlington,49,Good,1,Good,22,Good,8,Good,49,Good,United Kingdom of Great Britain and Northern Ireland
Mexico,Cunduacan,179,Unhealthy,8,Good,7,Good,11,Good,179,Unhealthy,Mexico
India,Curti,83,Moderate,0,Good,22,Good,0,Good,83,Moderate,India
Somalia,Afmadu,25,Good,0,Good,23,Good,0,Good,25,Good,Somalia
Azerbaijan,Agdam,82,Moderate,1,Good,26,Good,0,Good,82,Moderate,Azerbaijan
India,Agra,183,Unhealthy,6,Good,40,Good,13,Good,183,Unhealthy,India
